INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
ARG075,CAFAPRIN,,CAFAPRIN,,,,,,Serrano 669,Buenos Aires,1414,,,,,null,null,null,12/12/2014,ARG075,ARG
ARG076,FCA-UNC,,"Facultad de Ciencias Agropecuarias, Universidad Nacional de Cordoba",Governmental,,,,,C.C 509,Córdoba,5000,(54-351)433 4116,(54-351)433 4116,gverzino@agro.uncor.edu,,-31.4,-64.18,null,12/12/2014,ARG1182,ARG
ARG077,,,Barrio Parque U. Sarsfield,,,,,,Igarzabal 858,Córdoba,5016,,,,,null,null,null,12/12/2014,,ARG
ARG078,FICA-UNLZ,,"Facultad de Ingeniería y Ciencias Agrarias, Universidad Nacional de Lomas de Zamora",Governmental,,,,,Camino de Cintura Km. 2,"Llavallo, Prov. de Buenos Aires",1836,,,,,null,null,null,12/12/2014,ARG1186,ARG
ARG079,,,"Centro Nacional de Investigación, Departamento de Botánica Agrícola, Unidad de Plantas Aromáticas",Governmental,,,,,Provincia de Buenos Aires,Villa Udaondo,1712,,,,,null,null,null,12/12/2014,ARG079,ARG
ARG080,,,"Fac.de Agron.,Catedra de Forrajic. Universidad Nacional de Catamarca",,,,,,Ayacucho y Maestro Quiroga,SanFernando del Valle de Catamarca,4700,,,,,null,null,null,12/12/2014,,ARG
ARG081,,,"Registro Nacional de Cultivos y de la Propagación de Cultivos, Secretaría de Agricultura, Ganadería y Pesca",Governmental,,,,,"Paseo Colón 922, Piso 3 Of. 304",Buenos Aires,1063,362-3988,,,,null,null,null,12/12/2014,ARG1037,ARG
ARG082,FA-UNP,,"Catedra de Cerealicultura, Facultad de Agricultura, Universidad Nacional de la Pampa",Governmental,,,,,"Ruta 35, Km. 334, Prov.de la Pampa",Santa Rosa,6300,,,,,-36.37,-64.17,null,12/12/2014,ARG082,ARG
ARG083,IFONA,,"Area de Recursos Genéticos y Semillas, Departamento de Investigación Forestal, Instituto Forestal Nacional",Governmental,,,,,"Avda Pueyrredón 2446, Piso 4",Buenos Aires,1119,803-7024,,,,null,null,null,12/12/2014,ARG083,ARG
ARG084,FA-UNT,,"Catedra de Fitotecnia, Facultad de Agronomía, Universidad Nacional de Tucumán",Governmental,,,,,"Avd.Roca 1900, Prov.de Tucumán",San Miguel de Tucumán,4000,,,,,null,null,null,12/12/2014,ARG084,ARG
ARG085,INTA-EEASE,,Estación Experimental Agropecuaria Santiago del Estero,Governmental,,,,,"Independencia 341, C.C. 268",Santiago del Estero,4200,085-211560,,,,null,null,null,12/12/2014,ARG1197,ARG
ARG086,,,Instituto Fitogenético 'Santa Catalina',Governmental,,,,,Garibaldi 3400,"Llavallo, Buenos Aires",1836,243-0233,,,,null,null,null,03/04/2019,ARG086,ARG
ARG088,,,Universidad Nacional de Luján,Governmental,,,,,Cruce Rutas 5 y 7,"Lujan, Buenos Aires",6700,,,,,null,null,null,12/12/2014,ARG969,ARG
ARG089,FCA-UNC,,"Facultad de Ciencias Agrarias, Universidad Nacional de Catamarca",Governmental,,,,,Avda. Belgrano y Mtro.Quiroga,San Fernando del Valle de Catamarca,4700,,,,,null,null,null,12/12/2014,ARG089,ARG
ARG090,FCA-UNNE,,"Facultad de Ciencias Agrarias, Universidad Nacional del Nordeste",Governmental,,,,,C.C. 209,Corrientes,3400,,,,,null,null,null,12/12/2014,ARG1187,ARG
ARG092,,,Facultad de Ciencias Agropecuarias U.N.E.R.,,,,,,,Parana,,,,,,null,null,null,12/12/2014,ARG1181,ARG
ARG093,INTA,,Instituto Nacional de Tecnología Agropecuarias,Governmental,,,,,C.C. 9,San Miguel de Tucuman,,,,,,null,null,null,12/12/2014,ARG919,ARG
ARG094,FCA-UNC,,"Facultad de Ciencas Agrarias, Universidad Nacional de Comahue",Governmental,,,,,"Cinco Satos, Río Negro",Comahue,,,,,,null,null,null,12/12/2014,ARG1184,ARG
ARG095,,,Facultad de Agronomia Universidad Nacional de la Pampa,,,,,,,Santa Rosa,,,,,,-36.37,-64.17,null,12/12/2014,ARG1190,ARG
ARG096,,,Amigos de la Tierra,Non-Governmental,,,,,"Anchorena 633, Capital Federal",Buenos Aires,1170,,,,,null,null,null,12/12/2014,ARG096,ARG
ARG097,AAPN,,Asociación Amigos de los Parques Nacionales,Non-Governmental,,,,,Rivadavia 830,"Buenos Aires, C.F.",1002,,,,,null,null,null,12/12/2014,ARG097,ARG
ARG098,,,Asociación Argentina de Ecología,Non-Governmental,,,,,Casilla de Correo 1025,Córdoba,5000,,,,,null,null,null,12/12/2014,ARG098,ARG
ARG099,TELLUS,,Asociación Conservacionista del Sur,Non-Governmental,,,,,"Casilla de Correo 685, Bahía Blanca",Buenos Aires,8000,,,,,null,null,null,12/12/2014,ARG099,ARG
ARG100,APROAS,,Asociación de Protección del Ambiente Serrano,Non-Governmental,,,,,"Casilla de Correo 98, La Cumbre",Córdoba,5178,,,,,null,null,null,12/12/2014,ARG100,ARG
ARG1000,,,South Seed S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1000,ARG
ARG1001,,,South Australian Seed Growers,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1001,ARG
ARG1002,,,Societe Ragt,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1002,ARG
ARG1003,,,Slelatt Industrias Textiles S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1003,ARG
ARG1004,,,Sierras de Mazan S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1004,ARG
ARG1005,,,Seminium S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1005,ARG
ARG1006,,,Semillero ITA CAABO,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1006,ARG
ARG1007,,,Semillero Guerrico,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1007,ARG
ARG1008,,,Semilleria Guasch S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1008,ARG
ARG1009,,,Semilleria Florensa S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1009,ARG
ARG101,LIHUE,,Asociación para la Protección de la Naturaleza,Non-Governmental,,,,,"Angel Gallardo 40, Cas.Correo 392","San Carlos de Bariloche, Río Negro",8400,,,,,null,null,null,12/12/2014,ARG101,ARG
ARG1010,,,Semillera San Basilio Falco OS,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1010,ARG
ARG1011,,,Semillas Seminis Sudamerica,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1011,ARG
ARG1012,,,Semillas Raffo SAIFIA,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1012,ARG
ARG1013,,,Semillas Interstate de Argenti,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1013,ARG
ARG1014,,,Semillas Emilio S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1014,ARG
ARG1015,,,Semillas Biscayart S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1015,ARG
ARG1016,,,Semillas Basso SACIAIF,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1016,ARG
ARG1017,,,Selected Seeds,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1017,ARG
ARG1018,,,Seeds 2000 Argentina S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1018,ARG
ARG1019,,,Seed Genetics Australia PTY LT,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1019,ARG
ARG102,APA,,Asociación para la Protección del Ambiente,Non-Governmental,,,,,"Uruguay 1053, 1er piso",Buenos Aires,1016,,,,,null,null,null,12/12/2014,ARG102,ARG
ARG1020,,,Secretaría de la Producción del Gobierno de Salta,,,,,,,Salta,,,,,,null,null,null,19/02/2015,ARG1020,ARG
ARG1021,,,Ministerio de Ambiente y Desarrollo Sostenible,,,,,,San Martín 451,Ciudad de Buenos Aires,C1004AAI,(54) (11) 4348 8200,(54) (11) 4348 8300,,https://www.argentina.gob.ar/ambiente,null,null,null,24/08/2020,ARG1021,ARG
ARG1022,,,Secobra Recherches S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1022,ARG
ARG1023,,,Satus Ager S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1023,ARG
ARG1024,,,Sardi S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1024,ARG
ARG1025,,,Santa Ursula S.A.A.I.C.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1025,ARG
ARG1026,,,San Pablo Estates S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1026,ARG
ARG1027,,,Sandoz Argentina S.A.I.C.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1027,ARG
ARG1028,,,S&W Seed CO.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1028,ARG
ARG1029,,,Roque Lauria Semillas S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1029,ARG
ARG103,,,"CEPA, ALA, ASARDA",,,,,,"Calle 53, No. 506, La Plata",Buenos Aires,1900,,,,,null,null,null,12/12/2014,ARG103,ARG
ARG1030,,,Ronalb S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1030,ARG
ARG1031,,,Rogers Seed CO.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1031,ARG
ARG1032,,,Rio Del Valle S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1032,ARG
ARG1033,,,Rijk Zwaan Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1033,ARG
ARG1034,,,Riestra Semillas S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1034,ARG
ARG1035,,,Ricetec S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1035,ARG
ARG1036,,,Relmo S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1036,ARG
ARG1037,,,"Registro Nacional de Cultivos y de la Propagación de Cultivos, Secretaria de Agricultura, Ganaderia, Pesca y Alimentos",Governmental,,,,,Av. Paseo Colón 922,Capital Federal,C1063ACW,54 8006661750,,,https://www.argentina.gob.ar/inase,null,null,null,24/08/2020,ARG1037,ARG
ARG1038,RBG-INTA,,Red de Bancos de Germoplasma de INTA,Governmental,1,1,1,1,De La Cabañas y De Los Reseros s.n.,Hurlingham,1686,,,formica.maria@inta.gob.ar,,null,null,null,14/01/2021,ARG1038,ARG
ARG1039,,,Rafael Herrera Vegas E Hijos S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1039,ARG
ARG104,,,Centro de Protección de la Naturaleza,Non-Governmental,,,,,San Jeronimo 6843,Santa Fé,3000,,,,,null,null,null,12/12/2014,ARG104,ARG
ARG1040,,,R2N Groupe R.A.G.T.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1040,ARG
ARG1041,,,PyP S.H.(PerottiI y Polidoro),,,,,,,,,,,,,null,null,null,19/02/2015,ARG1041,ARG
ARG1042,,,Proseme Pampeana S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1042,ARG
ARG1043,,,Proplant Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1043,ARG
ARG1044,PNUD,,Programa de Naciones Unidas para el Desarrollo,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1044,ARG
ARG1045,,,Produsem S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1045,ARG
ARG1046,,,Productos Mainumbi S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1046,ARG
ARG1047,,,Prodesa S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1047,ARG
ARG1048,,,Prod.Santiagueña del Río Dulce,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1048,ARG
ARG1049,,,Polychaco S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1049,ARG
ARG105,CEMA,,Centro Entrerriano del Medio Ambiente,Non-Governmental,,,,,Casilla de Correo 328,"Paraná, Entre Ríos",3100,,,,,null,null,null,12/12/2014,ARG105,ARG
ARG1050,,,Plusagro S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1050,ARG
ARG1051,,,Plantas de Navarra S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1051,ARG
ARG1052,,,Planasa S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1052,ARG
ARG1053,,,Plama S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1053,ARG
ARG1054,,,Pioneer Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1054,ARG
ARG1055,,,Pilaga S.A.Ganadera,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1055,ARG
ARG1056,,,Pereyra Y Asociados S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1056,ARG
ARG1057,,,Pepsico Snacks Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1057,ARG
ARG1058,,,Pepinieres ET R.G.Delbard S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1058,ARG
ARG1059,PAU,,PAU Semillas S.A,Private,,,,,Dardo Rocha 3278,Martinez (Buenos Aires),1640,54 11  48360099,54 11 48360028,mariajose.hourquescos@pausemillas.com.ar,,null,null,null,19/09/2014,ARG1059,ARG
ARG106,CONACO,,Comité Cordoba de Conservación de la Naturaleza,Non-Governmental,,,,,Avda. Velez Sarsfield 299,Córdoba,5000,,,,,null,null,null,12/12/2014,ARG106,ARG
ARG1060,,,Panoja S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1060,ARG
ARG1061,,,Pannar RSA(PTY) limited SUC AR,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1061,ARG
ARG1062,,,Pannar RSA (PROP.) Limit Arg.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1062,ARG
ARG1063,,,Pampa Huasi SAFAC,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1063,ARG
ARG1064,,,Palo Verde S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1064,ARG
ARG1065,,,Palaversich y Cia S.A.C.,,,,,,,,,,,,,null,null,null,05/07/2017,ARG1065,ARG
ARG1066,,,Oseco INC.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1066,ARG
ARG1067,,,"Oregro Seeds, INC",,,,,,,,,,,,,null,null,null,19/02/2015,ARG1067,ARG
ARG1068,,,Olium S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1068,ARG
ARG1069,,,Novartis Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1069,ARG
ARG107,FARN,,Fundación para el Ambiente y los Recursos Naturales,Non-Governmental,,,,,"Monroe 2142, 1 piso",Buenos Aires,1428,,,,,null,null,null,12/12/2014,ARG107,ARG
ARG1070,,,Nobleza Picardo S.A.I.Y F.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1070,ARG
ARG1071,,,Nidera Semillas S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1071,ARG
ARG1072,,,New South Wales Agriculture,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1072,ARG
ARG1073,,,Mycoyen S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1073,ARG
ARG1074,,,Municip. de Colonia Caroya,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1074,ARG
ARG1075,,,Muhlenkamp Y CIA. S.C.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1075,ARG
ARG1076,,,Mr. Berry SRL,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1076,ARG
ARG1077,,,Moño Azul S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1077,ARG
ARG1078,,,Monsanto Fund,Non-Governmental,,,,,Maipu 1210 Piso 11,Buenos Aires,C100CACT,,,,,null,null,null,19/09/2014,ARG1078,ARG
ARG1079,,,Monsanto Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1079,ARG
ARG108,BIOS,,Fundación Biología Integral Organizada para Sobrevivir,Non-Governmental,,,,,Paraguay 1255,Buenos Aires,1057,,,,,null,null,null,12/12/2014,ARG108,ARG
ARG1080,,,Microtec S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1080,ARG
ARG1081,,,Michael & Wendy King-Turner,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1081,ARG
ARG1082,,,Meillan Star Rose,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1082,ARG
ARG1083,,,McCain Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1083,ARG
ARG1084,,,May Ford Seeds (PTY) LTD,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1084,ARG
ARG1085,,,Malteria Pampa S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1085,ARG
ARG1086,,,Luceca S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1086,ARG
ARG1087,,,Los Prados S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1087,ARG
ARG1088,,,Los Montes Negros S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1088,ARG
ARG1089,,,Los Alamos de Rosauer SAAIIyC,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1089,ARG
ARG109,,,Fundación Cruzada Patagónica,Non-Governmental,,,,,8371 Junín de los Andes,"Neuquén, Río Negro",,,,,,null,null,null,12/12/2014,ARG109,ARG
ARG1090,,,Loiseau Semences S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1090,ARG
ARG1091,,,"Lohse Mill, INC.",,,,,,,,,,,,,null,null,null,19/02/2015,ARG1091,ARG
ARG1092,,,Literas & Sarazin S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1092,ARG
ARG1093,,,Latinfina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1093,ARG
ARG1094,,,La Tijereta,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1094,ARG
ARG1095,,,Las Trojas S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1095,ARG
ARG1096,,,La Plata Cereal S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1096,ARG
ARG1097,,,Lagra S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1097,ARG
ARG1098,,,La Arrocera Argentina S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1098,ARG
ARG1099,,,La Agricola S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1099,ARG
ARG110,FUNAM,,Fundación para la Defensa del Ambiente,Non-Governmental,,,,,Casilla de Correo 83,Córdoba,5000,,,,,null,null,null,12/12/2014,ARG110,ARG
ARG1100,KWS,,KWS Argentina S.A.,Private,,,,,Avenida San Martín 4075,Balcarce,7620,54 2266 420114,54 2266 421811,kws@kws.com.ar,http://www.kws.com/,null,null,null,17/08/2020,ARG1100,ARG
ARG1101,,,Koipesol Semillas S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1101,ARG
ARG1102,,,Kleppe S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1102,ARG
ARG1103,,,Kiku GM B. H. S.R.L.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1103,ARG
ARG1104,,,Jose Picasso S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1104,ARG
ARG1105,,,Jorge Ghilardotti S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1105,ARG
ARG1106,UNSL,,Jardin Botánico Universidad Nacional San Luis,Governmental,,,,,Ejército de los Andes 950,San Luis,5700,54 2652 424027,54 2652 430224,lvitto@unsl.edu.ar,,null,null,null,19/09/2014,ARG1106,ARG
ARG1107,UNAM,,Jardín Botánico Selva Misionera,Governmental,,,,,Bertoni 124,"Eldorado, Misiones",3382,54 0 3751-431780 / 431526,54 0 3751-431766,lgrance@facfor.unam.edu.ar,,null,null,null,19/09/2014,ARG1107,ARG
ARG1108,UNER,,Jardin Botánico Oro Verde,Governmental,,1,,,C.C24,"Paraná, provincia de Entre Ríos",3100,54 343 4975075 /83,54 343 4975096,botanica@fca.uner.edu.ar,,null,null,null,19/09/2014,ARG1108,ARG
ARG1109,FCA-UCC,,"Facultad de Ciencias Agropecuarias, Universidad Católica de Córdoba",Non-Governmental,,1,1,1,Cno Alta Gracia km10,Córdoba,5000,0351-4938030/4938000,,,http://www.uccor.edu.ar,null,null,null,17/08/2020,ARG1109,ARG
ARG111,FVSA,,Fundación Vida Silvestre Argentina,Non-Governmental,,,,,"Defensa 245, 6 piso",Buenos Aires,1065,,,,,null,null,null,12/12/2014,ARG1159,ARG
ARG1110,JBGX-UCC,,"Jardín Botánico Gaspar Xuarez, SJ",Non-Governmental,,1,1,,Camino a Alta Gracia Km 10,Córdoba,5000,0351-4938030/4938000,,botanicogasparxuarez@campus1.uccor.edu.ar,http://www.uccor.edu.ar,null,null,null,17/08/2020,ARG1110,ARG
ARG1111,,,Jardin Botanico Fundación Miguel Lillo,Governmental,,,,,Miguel Lillo 251,Tucumán,4000,54 381 4231860,,,http://www.lillo.org.ar,null,null,null,17/08/2020,ARG1111,ARG
ARG1112,CENPAT,,Centro Nacional Patagónico,Governmental,,,,,Boulevard Brown s/n,"Puerto Madryn, Chubut",U9120ACF,54-2965-451024,54-2965-451543,beeskow@cenpat.edu.ar,https://cenpat.conicet.gov.ar/,null,null,null,24/08/2020,ARG1112,ARG
ARG1113,V-JBPE,,Jardín Botánico de la Patagonia Extraandina,Governmental,,1,,,Bv.Brown,Puerto Madryn,9120,02965-451024,,,,null,null,null,19/09/2014,ARG1113,ARG
ARG1114,UNSE,,Jardín Botánico de la Facultad de Ciencias Forestales UN Santiago del Estero,Governmental,,,,,Av. Belgrano (s) 1912,Santiago del Estero,4200,54 385 4509550,,info-fcf@unse.edu.ar,,null,null,null,19/09/2014,ARG1114,ARG
ARG1115,EEA INTA Santa Cruz,,Estación Experimental Agropecuaria Santa Cruz,Governmental,,,1,,Casilla correo 332 Mahatma Gandhi 1322,Río Gallegos (Santa Cruz),9400,54 2966 442305/06,54 2966 442305/07,goliva@correo.inta.gov.ar rkofalt@correo.inta.gov.ar,https://inta.gob.ar/santacruz,null,null,null,25/08/2020,ARG1115,ARG
ARG1116,IRB-INTA,,Instituto de Recursos Biológicos,Governmental,1,1,1,1,Las Cabañas y De los Reseros s.n.,"Hurlingham, Prov. de Buenos Aires",1686,54 11 4621 1819,54 11 4621 6903,dirirb@cnia.inta.gov.ar,https://inta.gob.ar/irb,null,null,null,24/08/2020,ARG1116,ARG
ARG1117,JBAER-INTA,,Jardín Botánico 'Arturo E. Ragonese',Governmental,,1,,,"Las Cabañas y De Los Reseros s.n.,","Castelar, Prov. de Buenos Aires",1712,54 11 4621 1819/0840,54 11 4621 6903,jardinbotanico@cirn.inta.gov.ar,,null,null,null,03/04/2019,ARG1117,ARG
ARG1118,,,"J.G.Limited,INC",,,,,,,,,,,,,null,null,null,19/02/2015,ARG1118,ARG
ARG1119,,,Intersem S.A.,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1119,ARG
ARG112,RIE,,Red Informática Ecologista,Non-Governmental,,,,,"Av. Córdoba 1522, 1er piso",Buenos Aires,1055,,,,,null,null,null,12/12/2014,ARG112,ARG
ARG1120,,,Inter-Plant Patent Marketing,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1120,ARG
ARG1121,,,Integral Insumos S.Cintegralfa,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1121,ARG
ARG1122,INSIBIO - UNT - CONICET,,Instituto Superior de Biología,Non-Governmental,,,1,,Chacabuco 461,San Miguel de Tucumán,4000,-4249248,------,------,http://www.unt.edu.ar,null,null,null,17/08/2020,ARG1122,ARG
ARG1123,IPAF - NOA,,Instituto para la Investigación y Desarrollo de la Pequeña Agricultura Familiar -NOA,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1123,ARG
ARG1124,,,"Estación Forestal Villa Dolores, Instituto Nacional de Tecnología Agropecuaria",Governmental,,,,1,Camino a San José Km,Villa Dolores,,54 3544 420154,,,,null,null,null,19/09/2014,ARG1124,ARG
ARG1125,INASE,,Instituto Nacional de Semillas,Governmental,,,,,Av. Paseo Colón 922,Capital Federal,C1063ACW,54 8006661750,,,https://www.argentina.gob.ar/inase,null,null,null,24/08/2020,ARG1125,ARG
ARG1126,INAES,,Instituto Nacional de Asociativismo y Economía Solidaria,,,,,,,,,,,,,null,null,null,19/02/2015,ARG1126,ARG
ARG1127,,,Instituto de Investigación y Enseñanza de RR Naturales y Sociales de la Puna,,,,,,Pellegrini 129,La Quiaca,,0388-4230069,,ajandrade@yahoo.com,,null,null,null,19/02/2015,ARG1127,ARG
ARG1128,,,Instituto de Investigaciones Forestales y Agropecuarias,Governmental,,,,,Pellegrini 445 (1º piso),Presidencia Roque Sáenz Peña,3700,54 3732 420937,,,,null,null,null,19/09/2014,ARG1128,ARG
ARG1129,IGEAF,,Instituto de Genética Ewald A. Favret,Governmental,,,,,Casilla de Correo 25,"Castelar, Prov. de Buenos Aires",1712,54 11 44500805,54 11 44500805,ingenet@cnia.inta.gov.ar,http//www.inta.gov.ar,null,null,null,19/09/2014,ARG1129,ARG
ARG113,IFONA,,Instituto Forestal Nacional,Governmental,,,,,Pueyrredón 2446,Buenos Aires,1119,,,,,null,null,null,12/12/2014,ARG113,ARG
ARG1130,IF-INTA,,Instituto de Floricultura,Governmental,,,,,Casilla de Correo 25,"Castelar, Prov. de Buenos Aires",1712,54 11 4481 3736/3864,54 11 44813497,floricultura@cnia.inta.gov.ar,https://inta.gob.ar/floricultura,null,null,null,20/08/2020,ARG1130,ARG
ARG1131,IFFIVE INTA,,Instituto de Fisiología y Fitopatología Vegetal,Governmental,,,,,"Camino a 60 Cuadras Km 5,5",Córdoba,,54 51 4974343,,,,null,null,null,19/09/2014,ARG1131,ARG
ARG1132,INEAH,,Instituto de Ecología y Ambiente Humano,Non-Governmental,,,1,1,Avda Bolivia 5150,Salta,4400,54 0387 4255592,54 387 4255455,mldeviana@arnet.com; bgen.unsa@gmail.com,,-24.74,-65.41,null,23/03/2021,ARG1132,ARG
ARG1133,BGCTES,,Banco de germoplasma del IBONE,Governmental,1,0,0,0,"Sargento Cabral 2131, C.C. 209",Corrientes,3400,54 3794426218,,bgctes.ibone@gmail.com,http://ibone.unne.edu.ar/,null,null,null,09/03/2022,ARG1133,ARG
ARG1134,IB-INTA,,Instituto de Biotecnología (Centro de Investigación de Ciencias Veterinarias y Agronónicas),Governmental,,,,,Las Cabañas y De los Reseros s.n.,"Hurlingham, Prov. Buenos Aires",,54 11 4621 0199,,,,null,null,null,19/09/2014,ARG1134,ARG
